ratio,note_num,duration_diff,midi_path
1.0195892199928767,4294.0,0.20898794580331465,"Alexander_Scriabin/Piano_Sonata_in_G-Sharp_Minor_Op._19,_No._2,_""Sonata_Fantasy""/1._Andante/00505.mid"
0.3919460016016474,856.5,0.205424256423525,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01024.mid"
0.4276623184422504,778.0,0.2103565514347589,"Robert_Schumann/Kreisleriana,_Op._16/V._Sehr_lebhaft/01104.mid"
0.5277394760321195,1001.0,0.5100496607940973,"Robert_Schumann/Kreisleriana,_Op._16/I._Äußerst_bewegt/01116.mid"
0.3371567605144247,242.5,0.17498484660953184,"Johann_Sebastian_Bach/English_Suite_No.6_in_D_minor,_BWV_811/5._Double/01745.mid"
0.5403831705484599,411.0,0.22727489033029244,"Johann_Sebastian_Bach/English_Suite_No.6_in_D_minor,_BWV_811/4._Sarabande/01753.mid"
0.35418671799807505,276.0,0.2533051673170958,"Johann_Sebastian_Bach/Partita_No._2_in_C_minor,_BWV_826/4._Sarabande/01811.mid"
0.3310875842155919,258.0,0.15324779304200956,"Johann_Sebastian_Bach/Partita_No._2_in_C_minor,_BWV_826/4._Sarabande/01818.mid"
0.3561726897889886,267.0,0.28349977903456053,"Johann_Sebastian_Bach/French_Suite_No._5_in_G,_BWV_816/V._Bourree/01945.mid"
0.36551055056997334,274.0,0.2835132161221164,"Johann_Sebastian_Bach/French_Suite_No._5_in_G,_BWV_816/V._Bourree/01946.mid"
0.3681785107931118,276.0,0.3100342944334629,"Johann_Sebastian_Bach/French_Suite_No._5_in_G,_BWV_816/V._Bourree/01947.mid"
0.34051581250414376,642.0,0.2483082551267086,"Johann_Sebastian_Bach/Partita_No._3_in_A_minor,_BWV_827/3._Corrente/01990.mid"
0.8362521891418564,955.0,0.29894416718868994,"Johann_Sebastian_Bach/French_Suite_No._1_in_D_minor,_BWV_812/4._Menuet_I-II/02128.mid"
0.4076983503534957,173.0,0.3944963304702253,"Johann_Sebastian_Bach/French_Suite_No._4_in_E-Flat_Major,_BWV_815a/V._Gavotte_I/02131.mid"
0.3162122172902135,561.0,0.1599855833355738,Johann_Sebastian_Bach/English_Suite_No.1_in_A_major_BWV_806/7._Gigue/02183.mid
0.5536462987146883,537.0,0.297303878508537,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Aria/02265.mid"
0.8371709395834765,812.0,0.15741563666928254,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Aria/02266.mid"
0.47529039796549594,461.0,0.15741079240902042,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Aria/02267.mid"
0.55261530002062,536.0,0.21462968752153141,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Aria/02271.mid"
0.5453983091621417,529.0,0.31259559340250603,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Aria/02276.mid"
0.41450068399452805,303.0,0.30003229469429493,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._10_Fughetta_a_1_Clav./02304.mid"
0.3593519882179676,244.0,0.2823444476375391,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._7_a_1_ovvero_2_Clav./02310.mid"
0.3593519882179676,244.0,0.2823444476375391,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._7_a_1_ovvero_2_Clav./02315.mid"
0.4437194127243067,272.0,0.4272195221281346,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._2_a_1_Clav./02319.mid"
0.7946360153256705,518.5,0.2000161132763329,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._5_a_1_ovvero_2_Clav./02329.mid"
0.7941434846266472,678.0,0.22248271670325673,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._6_Canone_alla_Seconda_a_1_Clav./02332.mid"
0.34965963805412587,234.0,0.1814068006412382,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._21_Canone_alla_Settima/02335.mid"
0.34667109413913333,232.0,0.22230000954491835,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._21_Canone_alla_Settima/02336.mid"
0.339199734351652,227.0,0.2707089018008333,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._21_Canone_alla_Settima/02338.mid"
0.35115391001162216,235.0,0.2724367574035119,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._21_Canone_alla_Settima/02339.mid"
0.40581068416119964,433.0,0.16274473059884212,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._12_Canone_alla_Quarta/02344.mid"
0.32527759634225994,373.5,0.18182803980569362,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._29_a_1_ovvero_2_Clav./02316.mid"
0.4224989265779304,492.0,0.2990422194394934,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._20_a_2_Clav./02238.mid"
0.3185916702447402,371.0,0.2031237753844096,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._20_a_2_Clav./02239.mid"
0.43709746672391586,509.0,0.1837113394972046,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._20_a_2_Clav./02247.mid"
0.30399313009875484,354.0,0.1865435252020776,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._20_a_2_Clav./02248.mid"
0.5426466787283535,646.0,0.23079200734509095,"Johann_Sebastian_Bach/English_Suite_No.3_in_G_minor,_BWV_808/3._Courante/02387.mid"
0.35170118343195267,951.0,0.3593741560991552,"Johann_Sebastian_Bach/Partita_No._6_In_E_Minor,_BWV_830/3._Corrente/02439.mid"
0.3328061678363151,777.0,0.27086337006541716,"Johann_Sebastian_Bach/Partita_No._5_In_G_Major,_BWV_829/7._Gigue/01926.mid"
0.32124147474547793,750.0,0.28741314343001284,"Johann_Sebastian_Bach/Partita_No._5_In_G_Major,_BWV_829/7._Gigue/01927.mid"
0.4131255901794146,250.0,0.16961948504855864,"Johann_Sebastian_Bach/Partita_No._5_In_G_Major,_BWV_829/5._Tempo_di_minuetto/02459.mid"
0.4313031161473088,261.0,0.18153710456581917,"Johann_Sebastian_Bach/Partita_No._5_In_G_Major,_BWV_829/5._Tempo_di_minuetto/02465.mid"
0.31819310002482004,320.5,0.24001035044636276,"Johann_Sebastian_Bach/Partita_No._5_In_G_Major,_BWV_829/4._Sarabande/02491.mid"
0.3310995284189625,333.5,0.24336830775827153,"Johann_Sebastian_Bach/Partita_No._5_In_G_Major,_BWV_829/4._Sarabande/02492.mid"
0.36909871244635195,860.0,0.2555647400569121,"Johann_Sebastian_Bach/English_Suite_No.2_in_A_minor,_BWV_807/6._Gigue/02737.mid"
0.6415773296349052,2139.5,0.4718732030853142,"Johann_Sebastian_Bach/English_Suite_No.2_in_A_minor,_BWV_807/1._Prelude/02767.mid"
0.5005861664712778,488.0,0.17738077243502953,"Johann_Sebastian_Bach/French_Suite_No.6_in_E,_BWV_817/6._Menuet/02804.mid"
0.6062633832976446,755.0,0.281775085604233,"Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_B_flat_major_BWV_890/02934.mid"
0.4428500124781632,591.5,0.2741014194485072,"Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_E_major_BWV_878/02889.mid"
0.4121537309708011,550.5,0.2871596916013751,"Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_E_major_BWV_878/02938.mid"
0.4106563513850761,548.5,0.2991756056928694,"Johann_Sebastian_Bach/Das_Wohltemperierte_Klavier_Book2/Book_2,_BWV_870-893:_Fugue_in_E_major_BWV_878/02939.mid"
0.5141903171953256,704.0,0.16073688362155503,"Edvard_Grieg/Lyric_Pieces,_Book_5,_Op._54/No._4,_Nocturne/03288.mid"
0.821935346207191,856.0,0.3726690963819128,"Edvard_Grieg/Lyric_Pieces,_Book_3,_Op._43/No._1,_Butterfly/03331.mid"
0.3423941453214846,327.5,0.21645928942043863,Modest_Mussorgsky/Pictures_at_an_Exhibition/I._Gnomus/03345.mid
0.30521680216802166,901.0,0.22857671146085706,"Maurice_Ravel/Le_Tombeau_de_Couperin,_M.68/No._3._Forlane/03585.mid"
0.30151661777603045,2099.0,0.17793902010963644,"Franz_Schubert/Piano_Sonata_No.19_in_C_minor,_D.958/1._Allegro/03872.mid"
0.30467686817673206,2121.0,0.20361100099531268,"Franz_Schubert/Piano_Sonata_No.19_in_C_minor,_D.958/1._Allegro/03873.mid"
0.3779053201449098,844.0,0.16638506664959157,"Franz_Schubert/6_Moments_musicaux,_Op.94_D.780/No.5_in_F_minor_(Allegro_vivace)/03963.mid"
0.5487550060943758,4202.0,0.6949193147677334,"Franz_Schubert/Piano_Sonata_No._20_in_A_Major,_D._959/1._Allegro/04108.mid"
0.31547428082558016,2360.0,0.27184785069295564,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/1._Molto_moderato_e_cantabile/04211.mid"
0.31253341888568065,2338.0,0.27184726917407775,"Franz_Schubert/Piano_Sonata_No.18_in_G,_D.894/1._Molto_moderato_e_cantabile/04212.mid"
0.5148883374689827,415.0,0.16245452320688364,"Franz_Schubert/Six_German_Dances,_D.820/No.6/04230.mid"
0.5124069478908189,413.0,0.16245452320688364,"Franz_Schubert/Six_German_Dances,_D.820/No.6/04231.mid"
0.3187209315548278,2156.0,0.21283788379780924,"Franz_Schubert/Piano_Sonata_No._16_in_A_Minor,_Op._42,_D._845/II._Andante_poco_moto/04291.mid"
0.49665154461006694,3448.5,0.3074016564439656,"Franz_Schubert/3_Klavierstücke,_D._946/No._2_in_E-Flat_Major/04381.mid"
0.31150442477876106,528.0,0.18919546103364054,"César_Franck/Prélude,_Chorale_et_Fugue/Chorale/04639.mid"
0.6775450560155869,1391.0,0.2083918476050578,"Sergei_Prokofiev/Piano_Sonata_No._7,_Op._83/II._Andante_caloroso/04790.mid"
0.8556845476381105,712.5,0.2559098389228558,"Johannes_Brahms/6_Piano_Pieces,_Op._118/No._1,_Intermezzo_in_A_Minor/04978.mid"
0.6656829290786682,802.0,0.17631425824209876,"Johannes_Brahms/4_Piano_Pieces,_Op._119/No._3,_Intermezzo_in_C_Major/05142.mid"
0.8354496537470155,3058.0,0.3782672901796733,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.12_in_F,_K.332/1._Allegro/05239.mid"
0.3100835045790918,1135.0,0.3148431731479202,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.12_in_F,_K.332/1._Allegro/05275.mid"
0.3369734789391576,540.0,0.19568282693257463,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._3_in_B_flat,_K.281/2._Andante_amoroso/05279.mid"
0.3326504767580453,687.0,0.19029264024264045,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._5_in_G_Major,_K._283/II._Andante/05332.mid"
0.5199175407748742,1225.0,0.3214398620932496,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._14_in_C_Minor,_K._457/III._Allegro_assai/05384.mid"
0.48566634234386674,2026.0,0.22700453007376353,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._14_in_C_Minor,_K._457/I._Molto_allegro/05405.mid"
0.5535062114866675,2309.0,0.18789680117737179,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._14_in_C_Minor,_K._457/I._Molto_allegro/05406.mid"
0.4391069685925395,1378.0,0.38359587586552785,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._1_in_C,_K.279/1._Allegro/05501.mid"
0.4391069685925395,1378.0,0.38359489317613293,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._1_in_C,_K.279/1._Allegro/05503.mid"
0.4384696580430583,1376.0,0.38277418375054933,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._1_in_C,_K.279/1._Allegro/05505.mid"
0.3901294087794976,1230.0,0.6571608806330942,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._17_in_B-Flat_Major,_K._570/I._Allegro/05511.mid"
0.37804636417673865,715.5,0.33033193788362997,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.4_in_E_flat,_K.282/1._Adagio/05555.mid"
0.3193772921188534,1016.0,0.28156914188713383,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/1._Allegro_moderato/05610.mid"
0.3137190330065115,998.0,0.2666029323952653,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/1._Allegro_moderato/05612.mid"
0.3127759898211212,995.0,0.21477535044395696,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/1._Allegro_moderato/05626.mid"
0.3169783823172213,942.5,0.24621318948121398,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/3._Allegretto/05646.mid"
0.32462006079027356,534.0,0.2513446831964426,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._2_in_F_Major,_K._280/II._Adagio/05754.mid"
0.31185410334346503,513.0,0.23705882807037992,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._2_in_F_Major,_K._280/II._Adagio/05757.mid"
0.3209726443768997,528.0,0.23214759887866085,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._2_in_F_Major,_K._280/II._Adagio/05758.mid"
0.4799104366214703,964.5,0.1954831828575691,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._2_in_F_Major,_K._280/III._Presto/05759.mid"
0.4328780028261894,1838.0,0.41279102649743216,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._6_in_D,_K.284_""Dürnitz""/1._Allegro/05777.mid"
0.4479246001523229,470.5,0.16671306962403173,"Ludwig_van_Beethoven/Bagatelles,_Op._126/No._1_in_G_Major/06023.mid"
0.44030845392231527,462.5,0.1624062835889928,"Ludwig_van_Beethoven/Bagatelles,_Op._126/No._1_in_G_Major/06024.mid"
0.3629202470531496,1489.0,0.17134759903196992,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06213.mid"
0.55784885815143,911.0,0.15000484400734013,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/III._Menuetto._Allegretto/06262.mid"
0.461403950975141,2253.0,0.24594338640655003,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/IV._Prestissimo/06275.mid"
0.4306846466492328,2103.0,0.30742418656142123,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/IV._Prestissimo/06276.mid"
0.4329373956331327,2114.0,0.29773890000593406,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/IV._Prestissimo/06277.mid"
0.45034500141781403,2199.0,0.3564831884010022,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/IV._Prestissimo/06278.mid"
0.41860172028104226,2044.0,0.40081190640409725,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/IV._Prestissimo/06284.mid"
0.3962790258042156,1935.0,0.4630748450072025,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/IV._Prestissimo/06285.mid"
0.41614417593496955,2032.0,0.4008104471905743,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/IV._Prestissimo/06286.mid"
0.41819212955669677,2042.0,0.3166369311377665,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/IV._Prestissimo/06287.mid"
0.5583029246773051,1708.5,0.24702347705593325,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/I._Allegro/06259.mid"
0.40504329829529984,1239.5,0.2386489744979806,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/I._Allegro/06304.mid"
0.4671314198573063,1429.5,0.4303346767386574,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/I._Allegro/06305.mid"
0.39295245357006703,1202.5,0.26441188552649575,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/I._Allegro/06309.mid"
0.38739720058820326,1185.5,0.24669243393978643,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/I._Allegro/06310.mid"
